Date,Product,Category,Brand,Quantity,Price_per_Unit,Discount (%),Total_Sales,Customer_Age,Customer_Gender,Payment_Method,City,State,Country,Customer_Rating,Delivery_Time (Days)
2024-12-27,Smartwatch,Wearables,Lenovo,5,111,18,46411,21,Female,Cash,Houston,AZ,USA,4,5
2024-12-28,Phone,Electronics,Samsung,17,172,14,43513,46,Male,Debit Card,Los Angeles,NY,USA,2,6
2024-12-29,Headphones,Wearables,Apple,16,1115,24,12945,42,Female,PayPal,Chicago,CA,USA,1,7
2024-12-30,Laptop,Wearables,Sony,2,973,17,40814,62,Female,Cash,Chicago,NY,USA,4,3
2024-12-31,Tablet,Wearables,Sony,11,505,16,23357,21,Male,Credit Card,Chicago,NY,USA,3,4
2025-01-01,Headphones,Electronics,HP,4,1940,9,29394,33,Male,PayPal,Chicago,IL,USA,5,5
2025-01-02,Laptop,Accessories,Apple,6,277,23,39070,19,Female,Cash,New York,IL,USA,4,1
2025-01-03,Tablet,Accessories,Sony,7,871,28,1044,40,Male,PayPal,Los Angeles,NY,USA,2,8
2025-01-04,Tablet,Wearables,Dell,17,1045,13,39920,21,Female,Cash,New York,IL,USA,3,7
2025-01-05,Tablet,Accessories,HP,8,1382,18,16552,37,Female,Cash,Houston,CA,USA,1,2
2025-01-06,Tablet,Wearables,Samsung,1,499,22,28234,34,Male,Debit Card,Los Angeles,NY,USA,3,7
2025-01-07,Laptop,Electronics,HP,15,369,17,35896,23,Male,PayPal,Phoenix,IL,USA,4,9
2025-01-08,Phone,Electronics,Lenovo,12,1955,10,36719,35,Female,PayPal,Chicago,CA,USA,2,5
2025-01-09,Smartwatch,Electronics,Lenovo,15,1755,10,41997,37,Male,Credit Card,Houston,NY,USA,3,6
2025-01-10,Smartwatch,Wearables,Samsung,15,1804,11,1936,56,Female,Credit Card,Chicago,NY,USA,3,5
2025-01-11,Smartwatch,Accessories,Dell,9,585,7,11507,62,Female,PayPal,Chicago,IL,USA,5,1
2025-01-12,Phone,Electronics,Samsung,16,1703,15,28841,58,Male,Debit Card,Chicago,CA,USA,5,6
2025-01-13,Tablet,Wearables,Apple,2,158,24,31514,51,Male,Debit Card,Phoenix,NY,USA,4,7
2025-01-14,Tablet,Accessories,Samsung,15,741,23,36330,57,Male,Cash,Houston,NY,USA,1,5
2025-01-15,Headphones,Accessories,Samsung,15,986,7,49911,63,Male,Credit Card,Chicago,AZ,USA,1,3
2025-01-16,Smartwatch,Accessories,HP,7,365,23,8051,41,Female,Credit Card,Chicago,NY,USA,2,6
2025-01-17,Smartwatch,Wearables,Dell,13,174,13,13613,35,Male,Credit Card,Los Angeles,AZ,USA,4,7
2025-01-18,Tablet,Wearables,Samsung,17,1213,22,48931,47,Male,Cash,Chicago,AZ,USA,1,9
2025-01-19,Smartwatch,Wearables,Apple,11,604,17,37679,18,Male,Debit Card,Los Angeles,CA,USA,3,7
2025-01-20,Tablet,Electronics,HP,10,456,23,5341,40,Female,Credit Card,Houston,TX,USA,4,3
2025-01-21,Tablet,Wearables,Dell,1,253,20,41229,46,Male,Cash,Houston,AZ,USA,3,1
2025-01-22,Tablet,Electronics,Dell,14,1341,21,17602,58,Male,PayPal,Houston,CA,USA,2,7
2025-01-23,Laptop,Electronics,Sony,5,585,3,38464,58,Male,Debit Card,Los Angeles,IL,USA,4,8
2025-01-24,Laptop,Electronics,Lenovo,8,1663,16,19611,49,Male,PayPal,Phoenix,AZ,USA,2,1
2025-01-25,Laptop,Wearables,Apple,1,1253,12,11593,19,Male,Credit Card,Phoenix,TX,USA,5,5
2025-01-26,Laptop,Electronics,Lenovo,7,165,4,8046,53,Female,Cash,Chicago,IL,USA,2,8
2025-01-27,Phone,Wearables,HP,2,1267,2,32299,62,Female,Debit Card,Houston,AZ,USA,5,7
2025-01-28,Headphones,Wearables,HP,7,479,8,22084,34,Female,Credit Card,New York,AZ,USA,4,2
2025-01-29,Headphones,Electronics,Apple,7,1436,19,19861,60,Male,Debit Card,Chicago,TX,USA,3,4
2025-01-30,Tablet,Electronics,Dell,9,506,25,14984,19,Male,Cash,Phoenix,NY,USA,3,6
2025-01-31,Smartwatch,Electronics,Samsung,4,1530,17,48371,21,Female,Cash,Phoenix,TX,USA,3,7
2025-02-01,Laptop,Wearables,Apple,7,376,19,47948,61,Male,Credit Card,Houston,CA,USA,2,7
2025-02-02,Headphones,Wearables,HP,18,714,18,14601,51,Female,Debit Card,Los Angeles,CA,USA,4,3
2025-02-03,Headphones,Electronics,Lenovo,13,1532,18,43274,18,Male,Cash,Chicago,TX,USA,4,8
2025-02-04,Laptop,Electronics,Apple,11,413,20,36748,40,Female,Debit Card,Los Angeles,TX,USA,5,7
2025-02-05,Phone,Accessories,Dell,9,648,15,43201,23,Female,Debit Card,Phoenix,TX,USA,4,4
2025-02-06,Phone,Electronics,Sony,14,1372,0,13761,33,Male,PayPal,Houston,TX,USA,3,4
2025-02-07,Headphones,Accessories,Sony,8,560,4,13709,19,Male,Credit Card,Phoenix,TX,USA,4,4
2025-02-08,Phone,Accessories,Samsung,14,498,23,29147,63,Male,Credit Card,Houston,AZ,USA,5,5
2025-02-09,Laptop,Wearables,Samsung,17,1791,14,8721,29,Male,Debit Card,New York,IL,USA,4,2
2025-02-10,Headphones,Wearables,Dell,14,550,25,48333,44,Male,PayPal,Los Angeles,CA,USA,4,9
2025-02-11,Laptop,Accessories,Lenovo,5,570,11,20377,36,Female,Debit Card,Chicago,CA,USA,3,6
2025-02-12,Phone,Accessories,Samsung,10,1767,24,26057,45,Male,Credit Card,Houston,IL,USA,4,8
2025-02-13,Laptop,Electronics,Sony,6,1682,27,33498,52,Female,Credit Card,New York,TX,USA,2,1
2025-02-14,Phone,Accessories,Dell,10,1557,0,8026,60,Male,Debit Card,New York,IL,USA,5,6
2025-02-15,Phone,Electronics,Dell,11,1055,13,38549,21,Female,Debit Card,Los Angeles,TX,USA,5,6
2025-02-16,Laptop,Wearables,Dell,6,1569,17,1751,24,Female,Debit Card,Houston,CA,USA,5,8
2025-02-17,Phone,Electronics,Apple,10,806,17,33088,54,Female,Credit Card,Chicago,NY,USA,4,1
2025-02-18,Tablet,Wearables,Lenovo,14,202,5,7389,42,Male,Debit Card,Chicago,CA,USA,2,5
2025-02-19,Laptop,Accessories,Lenovo,3,427,0,46652,58,Female,Debit Card,Chicago,CA,USA,5,3
2025-02-20,Tablet,Accessories,Samsung,7,1806,26,45954,34,Male,Cash,Phoenix,NY,USA,1,6
2025-02-21,Laptop,Accessories,Lenovo,2,700,16,29266,58,Female,Credit Card,Phoenix,IL,USA,3,9
2025-02-22,Phone,Electronics,HP,7,345,17,29646,31,Male,Debit Card,Houston,AZ,USA,1,3
2025-02-23,Phone,Wearables,Sony,17,1181,14,35046,54,Female,PayPal,Chicago,TX,USA,1,9
2025-02-24,Headphones,Wearables,Samsung,13,204,11,8552,19,Male,Credit Card,New York,TX,USA,5,9
2025-02-25,Headphones,Wearables,Lenovo,9,791,12,33048,41,Male,Debit Card,Chicago,CA,USA,1,1
2025-02-26,Tablet,Wearables,Sony,13,1071,19,38138,32,Female,Debit Card,Houston,NY,USA,1,2
2025-02-27,Phone,Wearables,Samsung,15,1192,1,1647,50,Female,Cash,Chicago,CA,USA,2,4
2025-02-28,Headphones,Electronics,HP,13,1092,3,3347,29,Male,Cash,Los Angeles,CA,USA,3,7
2025-03-01,Phone,Wearables,Sony,17,1425,2,20734,36,Female,Credit Card,Chicago,IL,USA,4,2
2025-03-02,Laptop,Accessories,HP,8,252,18,19954,64,Male,Cash,New York,TX,USA,5,7
2025-03-03,Headphones,Wearables,Sony,9,1660,24,33888,22,Male,Cash,Houston,AZ,USA,5,5
2025-03-04,Tablet,Accessories,Apple,9,1158,7,34231,18,Female,Credit Card,Houston,NY,USA,1,7
2025-03-05,Headphones,Electronics,Apple,8,1056,11,40483,60,Male,PayPal,New York,AZ,USA,4,9
2025-03-06,Phone,Electronics,Sony,16,1138,11,44320,26,Female,Debit Card,Houston,NY,USA,4,9
2025-03-07,Smartwatch,Accessories,Sony,7,1229,9,26576,56,Male,Debit Card,Chicago,TX,USA,4,3
2025-03-08,Smartwatch,Wearables,HP,17,829,24,31252,51,Male,Cash,Houston,IL,USA,5,3
2025-03-09,Phone,Electronics,Lenovo,7,173,0,16503,46,Male,Debit Card,Chicago,AZ,USA,5,7
2025-03-10,Laptop,Electronics,Dell,6,955,27,7918,63,Male,Cash,Houston,NY,USA,2,5
2025-03-11,Headphones,Electronics,Sony,5,384,4,18210,19,Female,Credit Card,Chicago,CA,USA,5,5
2025-03-12,Smartwatch,Wearables,Samsung,17,1673,27,621,36,Male,Credit Card,Chicago,TX,USA,5,5
2025-03-13,Laptop,Accessories,Samsung,8,1320,27,37581,45,Female,Credit Card,New York,IL,USA,2,9
2025-03-14,Phone,Accessories,Samsung,1,379,19,28273,52,Male,Debit Card,New York,CA,USA,5,4
2025-03-15,Laptop,Wearables,Apple,16,886,10,18066,57,Male,Cash,Phoenix,IL,USA,1,6
2025-03-16,Phone,Electronics,Lenovo,17,785,29,47250,39,Female,Cash,New York,NY,USA,1,6
2025-03-17,Headphones,Wearables,HP,3,1940,8,34062,21,Male,Debit Card,Chicago,CA,USA,2,7
2025-03-18,Laptop,Wearables,Lenovo,13,1679,13,43084,25,Male,Credit Card,Chicago,IL,USA,2,2
2025-03-19,Headphones,Accessories,Apple,8,1068,2,21155,18,Female,PayPal,Houston,TX,USA,1,6
2025-03-20,Laptop,Wearables,Lenovo,16,1789,4,8983,53,Male,Cash,Houston,AZ,USA,4,9
2025-03-21,Phone,Wearables,Lenovo,7,1276,23,33188,24,Male,Cash,Phoenix,AZ,USA,5,3
2025-03-22,Phone,Electronics,Samsung,15,390,25,40594,42,Male,Debit Card,Chicago,CA,USA,3,2
2025-03-23,Laptop,Electronics,Sony,2,1031,20,41950,46,Female,PayPal,Phoenix,TX,USA,3,8
2025-03-24,Phone,Accessories,Samsung,2,1265,8,25709,18,Female,Credit Card,Chicago,TX,USA,2,1
2025-03-25,Tablet,Electronics,Lenovo,10,867,17,46816,35,Female,Cash,New York,IL,USA,3,8
2025-03-26,Tablet,Wearables,Sony,5,411,5,19056,21,Female,Debit Card,Houston,CA,USA,4,5
2025-03-27,Headphones,Wearables,HP,4,745,20,28462,37,Female,PayPal,Phoenix,TX,USA,3,9
2025-03-28,Tablet,Wearables,Dell,15,1155,24,16138,63,Female,Debit Card,Los Angeles,IL,USA,1,9
2025-03-29,Tablet,Accessories,Sony,13,125,6,39254,25,Female,PayPal,Chicago,TX,USA,2,4
2025-03-30,Smartwatch,Electronics,Apple,17,354,15,37175,44,Female,Debit Card,New York,CA,USA,3,1
2025-03-31,Smartwatch,Wearables,Samsung,1,1858,7,21583,56,Male,PayPal,Los Angeles,TX,USA,5,5
2025-04-01,Smartwatch,Electronics,Samsung,18,1179,22,7581,52,Female,Cash,New York,TX,USA,2,7
2025-04-02,Smartwatch,Electronics,Lenovo,15,392,28,13853,42,Male,PayPal,New York,TX,USA,4,9
2025-04-03,Phone,Electronics,Lenovo,14,736,9,20352,31,Male,Credit Card,Chicago,AZ,USA,1,9
2025-04-04,Headphones,Electronics,Lenovo,9,329,25,6260,61,Male,Cash,New York,NY,USA,3,9
2025-04-05,Headphones,Accessories,Lenovo,12,152,4,14271,64,Male,Credit Card,Phoenix,CA,USA,1,6
2025-04-06,Tablet,Accessories,Samsung,5,1053,10,990,57,Male,Cash,Los Angeles,AZ,USA,4,2
2025-04-07,Headphones,Accessories,Sony,2,200,28,4763,48,Female,PayPal,New York,NY,USA,3,5
2025-04-08,Tablet,Wearables,HP,7,1590,29,8269,22,Female,Cash,New York,TX,USA,2,3
2025-04-09,Headphones,Wearables,Sony,9,1969,20,25834,34,Male,Debit Card,Houston,TX,USA,2,6
2025-04-10,Laptop,Wearables,Apple,18,903,12,18081,27,Female,PayPal,Houston,AZ,USA,5,5
2025-04-11,Laptop,Accessories,Samsung,4,968,26,33249,60,Female,Debit Card,Phoenix,IL,USA,4,1
2025-04-12,Headphones,Electronics,Sony,2,366,19,12135,33,Female,Debit Card,Houston,CA,USA,3,2
2025-04-13,Phone,Accessories,Samsung,1,1918,1,2404,21,Female,Debit Card,New York,NY,USA,1,5
2025-04-14,Tablet,Wearables,Apple,12,101,13,5769,22,Female,Debit Card,New York,TX,USA,1,6
2025-04-15,Headphones,Wearables,Dell,13,121,8,31468,59,Male,Credit Card,Los Angeles,CA,USA,3,1
2025-04-16,Tablet,Electronics,Dell,14,677,9,2150,63,Male,PayPal,Houston,TX,USA,4,7
2025-04-17,Smartwatch,Accessories,Dell,5,311,9,12967,58,Male,Debit Card,Chicago,TX,USA,4,3
2025-04-18,Headphones,Electronics,Samsung,3,1359,27,36459,37,Male,Credit Card,Houston,TX,USA,1,1
2025-04-19,Phone,Accessories,Sony,4,628,9,33295,23,Male,Cash,New York,CA,USA,3,7
2025-04-20,Smartwatch,Wearables,Samsung,17,487,25,47400,28,Female,Debit Card,Los Angeles,AZ,USA,3,7
2025-04-21,Headphones,Electronics,HP,19,113,18,23144,34,Female,Debit Card,Houston,CA,USA,1,3
2025-04-22,Laptop,Electronics,Sony,11,618,10,36018,58,Male,Credit Card,Los Angeles,CA,USA,3,6
2025-04-23,Headphones,Accessories,Apple,8,1970,10,27780,20,Male,Cash,Houston,IL,USA,3,4
2025-04-24,Laptop,Accessories,Lenovo,12,1345,2,3379,33,Female,Cash,Phoenix,IL,USA,2,4
2025-04-25,Laptop,Accessories,Dell,18,715,18,4857,53,Female,Credit Card,New York,AZ,USA,2,9
2025-04-26,Headphones,Wearables,Sony,18,1061,23,28801,43,Male,Debit Card,New York,IL,USA,5,7
2025-04-27,Headphones,Accessories,Sony,9,502,21,11365,41,Male,PayPal,Chicago,AZ,USA,5,6
2025-04-28,Laptop,Wearables,Dell,5,1636,0,49523,64,Female,Credit Card,New York,TX,USA,4,9
2025-04-29,Tablet,Accessories,Apple,17,386,11,3332,51,Female,PayPal,Chicago,TX,USA,2,3
2025-04-30,Smartwatch,Accessories,Samsung,13,483,28,36377,37,Male,Debit Card,New York,CA,USA,2,4
2025-05-01,Phone,Wearables,Samsung,6,1370,14,29368,34,Female,Debit Card,Houston,TX,USA,2,9
2025-05-02,Headphones,Accessories,Lenovo,14,1214,13,42920,37,Female,Cash,Houston,IL,USA,2,4
2025-05-03,Smartwatch,Wearables,Sony,15,925,2,31903,33,Male,Debit Card,Phoenix,NY,USA,4,7
2025-05-04,Smartwatch,Wearables,Dell,14,411,19,6258,21,Female,Cash,Houston,CA,USA,1,9
2025-05-05,Tablet,Accessories,HP,4,1560,12,3421,35,Male,Cash,Los Angeles,AZ,USA,4,4
2025-05-06,Smartwatch,Accessories,Apple,18,825,17,34701,53,Female,Debit Card,Houston,TX,USA,1,9
2025-05-07,Headphones,Electronics,Samsung,1,142,15,4928,52,Male,Cash,Chicago,CA,USA,5,7
2025-05-08,Smartwatch,Accessories,Apple,12,1197,5,40966,47,Female,Debit Card,Phoenix,CA,USA,2,4
2025-05-09,Headphones,Electronics,Apple,9,853,9,8611,35,Female,Cash,Los Angeles,CA,USA,1,3
2025-05-10,Headphones,Accessories,Lenovo,10,1092,27,23747,38,Male,Cash,Los Angeles,TX,USA,4,6
2025-05-11,Laptop,Wearables,Apple,18,1684,16,48787,49,Male,Debit Card,New York,AZ,USA,1,3
2025-05-12,Tablet,Wearables,Dell,17,975,16,30947,22,Female,PayPal,Chicago,CA,USA,3,7
2025-05-13,Phone,Electronics,Lenovo,19,1439,7,49003,58,Male,Credit Card,Houston,CA,USA,5,1
2025-05-14,Laptop,Accessories,Dell,4,833,3,12866,40,Male,Debit Card,Houston,CA,USA,5,7
2025-05-15,Phone,Electronics,Lenovo,16,1985,14,47423,47,Female,Cash,New York,TX,USA,2,3
2025-05-16,Headphones,Accessories,Dell,7,243,0,31064,44,Female,Credit Card,Houston,IL,USA,2,9
2025-05-17,Laptop,Accessories,Lenovo,9,1452,6,45752,32,Female,PayPal,Los Angeles,AZ,USA,4,6
2025-05-18,Smartwatch,Wearables,Lenovo,8,308,24,10475,58,Male,Debit Card,Houston,CA,USA,1,7
2025-05-19,Smartwatch,Electronics,Sony,7,1222,9,45781,31,Female,Cash,Houston,CA,USA,3,9
2025-05-20,Phone,Wearables,Dell,10,799,6,3142,38,Female,Cash,Los Angeles,CA,USA,5,6
2025-05-21,Headphones,Wearables,Sony,8,213,0,40845,51,Male,Debit Card,Chicago,TX,USA,1,2
2025-05-22,Phone,Wearables,Lenovo,17,274,16,14349,43,Male,Cash,Chicago,IL,USA,3,6
2025-05-23,Tablet,Electronics,Samsung,12,370,11,36979,42,Male,Credit Card,Los Angeles,CA,USA,1,6
2025-05-24,Smartwatch,Accessories,Lenovo,14,162,16,19844,62,Female,Cash,Los Angeles,CA,USA,2,2
2025-05-25,Laptop,Accessories,Samsung,12,1107,14,21714,48,Male,Credit Card,Phoenix,TX,USA,5,7
2025-05-26,Laptop,Electronics,Samsung,2,895,23,38726,23,Female,Credit Card,Phoenix,AZ,USA,3,9
2025-05-27,Laptop,Accessories,Samsung,12,1527,15,26655,21,Female,Debit Card,Houston,AZ,USA,2,4
2025-05-28,Smartwatch,Electronics,Samsung,14,324,22,23022,41,Female,Cash,Houston,IL,USA,4,5
2025-05-29,Headphones,Electronics,Dell,7,260,13,7180,59,Female,Credit Card,Phoenix,AZ,USA,4,6
2025-05-30,Smartwatch,Accessories,HP,13,1159,2,13007,48,Male,Cash,Houston,CA,USA,2,1
2025-05-31,Smartwatch,Wearables,Dell,4,480,18,9919,36,Male,Credit Card,Chicago,TX,USA,3,8
2025-06-01,Laptop,Electronics,HP,1,1776,11,49507,28,Male,PayPal,Chicago,CA,USA,3,9
2025-06-02,Smartwatch,Electronics,Dell,17,417,18,49853,46,Male,Debit Card,New York,CA,USA,5,1
2025-06-03,Laptop,Electronics,Samsung,3,807,17,39253,22,Female,Debit Card,Phoenix,IL,USA,2,4
2025-06-04,Headphones,Electronics,Apple,17,1786,29,23059,35,Male,Debit Card,Chicago,AZ,USA,4,6
2025-06-05,Tablet,Accessories,Lenovo,8,555,13,3660,20,Female,Credit Card,New York,AZ,USA,2,1
2025-06-06,Laptop,Accessories,HP,3,1392,19,44733,57,Male,PayPal,Los Angeles,AZ,USA,1,3
2025-06-07,Phone,Electronics,Apple,10,443,22,8372,28,Male,Credit Card,Chicago,CA,USA,3,7
2025-06-08,Tablet,Wearables,Samsung,2,1163,8,8339,38,Female,Debit Card,New York,TX,USA,1,8
2025-06-09,Headphones,Accessories,HP,4,1873,2,16152,47,Female,Credit Card,Houston,TX,USA,4,8
2025-06-10,Tablet,Wearables,Apple,14,513,25,7359,36,Female,Debit Card,New York,CA,USA,3,5
2025-06-11,Laptop,Wearables,Dell,11,1503,22,34020,42,Male,Cash,Chicago,NY,USA,4,1
2025-06-12,Headphones,Electronics,Samsung,14,1345,11,13804,52,Female,Credit Card,Houston,CA,USA,4,1
2025-06-13,Phone,Accessories,Dell,13,1404,19,49766,29,Male,Cash,Houston,AZ,USA,4,8
2025-06-14,Laptop,Electronics,Dell,4,324,16,48325,64,Female,Credit Card,New York,CA,USA,5,5
2025-06-15,Laptop,Electronics,Samsung,2,1580,4,4480,43,Male,Debit Card,New York,NY,USA,4,9
2025-06-16,Headphones,Wearables,HP,2,1277,7,39593,22,Female,Cash,Chicago,CA,USA,4,1
2025-06-17,Headphones,Wearables,Lenovo,11,379,18,925,36,Female,Credit Card,Houston,AZ,USA,1,2
2025-06-18,Tablet,Wearables,Sony,5,1476,25,8641,44,Female,Debit Card,Phoenix,IL,USA,1,4
2025-06-19,Phone,Electronics,Sony,9,1162,3,10557,55,Female,Credit Card,New York,TX,USA,1,7
2025-06-20,Tablet,Electronics,Lenovo,17,828,14,32303,46,Male,Cash,Phoenix,NY,USA,3,4
2025-06-21,Tablet,Electronics,Samsung,12,1879,18,47584,29,Male,Credit Card,Phoenix,IL,USA,5,8
2025-06-22,Laptop,Electronics,Sony,18,720,14,48088,36,Male,Credit Card,Houston,TX,USA,3,7
2025-06-23,Headphones,Electronics,Lenovo,3,1074,25,4606,26,Male,Cash,Chicago,IL,USA,5,5
2025-06-24,Laptop,Electronics,Apple,5,672,13,20587,35,Female,Debit Card,Phoenix,CA,USA,5,7
2025-06-25,Phone,Electronics,Lenovo,14,588,29,1908,46,Female,Credit Card,Chicago,CA,USA,2,8
2025-06-26,Tablet,Electronics,HP,16,1107,15,20365,20,Male,Credit Card,New York,TX,USA,2,3
2025-06-27,Phone,Accessories,Lenovo,19,1036,23,39089,40,Male,PayPal,Houston,TX,USA,2,3
2025-06-28,Headphones,Accessories,Dell,9,1321,9,43630,47,Male,PayPal,Los Angeles,CA,USA,5,2
2025-06-29,Headphones,Accessories,Dell,17,1399,23,40112,63,Male,Debit Card,Houston,CA,USA,5,4
2025-06-30,Smartwatch,Accessories,Samsung,7,1295,13,39663,41,Male,Cash,Los Angeles,TX,USA,3,4
2025-07-01,Phone,Electronics,Dell,10,883,19,42063,54,Female,Debit Card,New York,TX,USA,5,4
2025-07-02,Laptop,Electronics,Apple,4,607,10,16343,54,Female,Debit Card,Chicago,TX,USA,4,2
2025-07-03,Phone,Wearables,Lenovo,10,504,1,49864,21,Male,Debit Card,New York,AZ,USA,4,7
2025-07-04,Tablet,Wearables,Apple,3,1394,27,28977,45,Male,Credit Card,Houston,AZ,USA,5,3
2025-07-05,Headphones,Accessories,Samsung,9,1677,18,32957,33,Female,Credit Card,Los Angeles,CA,USA,4,1
2025-07-06,Headphones,Wearables,Dell,13,1824,2,48609,30,Male,Debit Card,Los Angeles,AZ,USA,5,2
2025-07-07,Phone,Accessories,Sony,1,871,3,27830,25,Male,Debit Card,Houston,NY,USA,2,5
2025-07-08,Phone,Electronics,Lenovo,15,763,10,29711,42,Female,PayPal,Houston,CA,USA,5,9
2025-07-09,Phone,Electronics,Sony,15,230,12,38069,19,Female,Cash,New York,NY,USA,2,4
2025-07-10,Tablet,Wearables,HP,11,1749,17,33167,47,Female,Debit Card,Phoenix,IL,USA,1,6
2025-07-11,Tablet,Electronics,Samsung,10,1508,17,48614,57,Male,PayPal,Los Angeles,NY,USA,4,3
2025-07-12,Laptop,Electronics,HP,7,1857,18,2258,20,Male,Debit Card,Houston,IL,USA,1,9
2025-07-13,Phone,Accessories,Sony,1,1520,11,39048,40,Female,Cash,New York,NY,USA,4,2
2025-07-14,Laptop,Wearables,Sony,7,1689,0,29669,46,Male,Debit Card,Phoenix,IL,USA,1,8
2025-07-15,Smartwatch,Electronics,Sony,5,1973,23,11760,58,Male,Cash,Chicago,IL,USA,5,3
2025-07-16,Tablet,Wearables,HP,16,1419,5,32850,47,Male,Credit Card,Houston,CA,USA,1,8
2025-07-17,Headphones,Electronics,Samsung,8,1506,2,42241,28,Male,Cash,Phoenix,TX,USA,4,3
2025-07-18,Smartwatch,Accessories,Lenovo,2,1635,16,33178,38,Male,Debit Card,Chicago,TX,USA,3,4
2025-07-19,Headphones,Electronics,Lenovo,8,1518,2,45681,44,Female,PayPal,Chicago,CA,USA,4,8
2025-07-20,Smartwatch,Wearables,Apple,14,1677,0,18410,41,Male,Credit Card,New York,IL,USA,3,4
2025-07-21,Laptop,Wearables,Apple,4,1728,2,1340,48,Female,PayPal,Los Angeles,TX,USA,5,9
2025-07-22,Laptop,Accessories,Sony,15,1383,3,18225,47,Female,Debit Card,Houston,TX,USA,4,9
2025-07-23,Tablet,Electronics,Samsung,7,380,5,12799,18,Male,Credit Card,Phoenix,NY,USA,1,6
2025-07-24,Headphones,Accessories,Samsung,8,1479,6,30489,18,Female,PayPal,Chicago,AZ,USA,5,1
2025-07-25,Smartwatch,Wearables,Dell,11,519,22,25005,25,Female,Debit Card,Los Angeles,CA,USA,4,9
2025-07-26,Phone,Accessories,Dell,2,1315,24,6059,59,Male,PayPal,Chicago,AZ,USA,5,9
2025-07-27,Phone,Electronics,HP,9,736,7,39194,51,Female,Cash,Houston,IL,USA,3,7
2025-07-28,Tablet,Electronics,Dell,6,1551,12,33097,33,Male,Cash,Houston,NY,USA,5,9
2025-07-29,Headphones,Accessories,Lenovo,1,907,3,9207,44,Male,Debit Card,New York,TX,USA,1,8
2025-07-30,Phone,Wearables,Lenovo,3,447,5,49443,21,Female,PayPal,Houston,NY,USA,4,9
2025-07-31,Tablet,Wearables,HP,10,528,10,44922,36,Male,Debit Card,Houston,CA,USA,3,9
2025-08-01,Tablet,Accessories,Apple,5,1515,0,47259,46,Female,PayPal,Houston,IL,USA,5,7
2025-08-02,Headphones,Electronics,Sony,12,1464,7,44539,58,Female,Credit Card,Los Angeles,NY,USA,2,6
2025-08-03,Phone,Electronics,Samsung,1,646,21,40943,20,Male,Debit Card,Phoenix,NY,USA,3,2
2025-08-04,Phone,Electronics,Apple,9,1039,1,42607,28,Male,Debit Card,Phoenix,NY,USA,3,7
2025-08-05,Phone,Electronics,Lenovo,13,501,7,28519,25,Male,PayPal,Houston,TX,USA,1,1
2025-08-06,Laptop,Wearables,Apple,19,1170,19,23341,56,Male,Debit Card,Phoenix,IL,USA,1,6
2025-08-07,Phone,Electronics,HP,7,764,8,20140,50,Male,Credit Card,Houston,TX,USA,5,6
2025-08-08,Smartwatch,Accessories,Sony,16,849,3,35862,25,Male,PayPal,Phoenix,NY,USA,2,7
2025-08-09,Laptop,Accessories,Lenovo,8,1548,16,36924,42,Male,PayPal,Phoenix,TX,USA,3,2
2025-08-10,Laptop,Accessories,HP,19,1640,6,33126,41,Male,PayPal,Chicago,TX,USA,5,4
2025-08-11,Laptop,Accessories,Apple,7,1059,9,10240,43,Male,Credit Card,Los Angeles,CA,USA,2,2
2025-08-12,Laptop,Electronics,Samsung,4,736,4,3655,43,Male,Credit Card,Chicago,AZ,USA,5,4
2025-08-13,Tablet,Wearables,Dell,10,978,9,24072,34,Female,Debit Card,Chicago,AZ,USA,3,3
2025-08-14,Smartwatch,Electronics,HP,1,1451,26,1478,44,Female,PayPal,Phoenix,CA,USA,5,2
2025-08-15,Headphones,Wearables,Lenovo,17,186,11,10997,46,Male,Credit Card,New York,CA,USA,1,2
2025-08-16,Phone,Electronics,Apple,13,614,20,45343,60,Male,Cash,New York,TX,USA,1,3
2025-08-17,Laptop,Wearables,Dell,19,1103,19,19931,56,Male,Debit Card,Los Angeles,TX,USA,4,4
2025-08-18,Headphones,Accessories,Dell,13,1288,5,35857,26,Male,Credit Card,Houston,IL,USA,2,7
2025-08-19,Tablet,Accessories,Apple,9,1346,0,23667,31,Male,Credit Card,Phoenix,AZ,USA,3,4
2025-08-20,Headphones,Wearables,Sony,5,960,2,6442,22,Female,Credit Card,Los Angeles,TX,USA,2,7
2025-08-21,Laptop,Wearables,Apple,1,1420,26,19483,47,Male,Debit Card,Chicago,IL,USA,1,4
2025-08-22,Smartwatch,Wearables,Lenovo,2,1015,27,35776,45,Male,Credit Card,Phoenix,AZ,USA,3,3
2025-08-23,Headphones,Accessories,Samsung,11,550,6,45779,62,Female,Credit Card,Chicago,IL,USA,4,8
2025-08-24,Laptop,Accessories,Lenovo,4,1466,10,18077,54,Male,Cash,Los Angeles,IL,USA,1,3
2025-08-25,Laptop,Electronics,Dell,9,440,23,6415,25,Male,Cash,New York,CA,USA,1,8
2025-08-26,Phone,Wearables,Samsung,5,1584,11,26833,32,Female,Cash,Los Angeles,NY,USA,2,2
2025-08-27,Phone,Wearables,HP,5,1515,8,2545,45,Male,Credit Card,Phoenix,NY,USA,5,3
2025-08-28,Smartwatch,Wearables,Dell,8,1660,0,24680,53,Male,Cash,Phoenix,NY,USA,2,4
2025-08-29,Phone,Accessories,Sony,2,1674,3,41707,50,Female,PayPal,Houston,IL,USA,1,3
